Net Profit: All,Net Profit %: All,Net Profit: Long,Net Profit %: Long,Net Profit: Short,Net Profit %: Short,Gross Profit: All,Gross Profit %: All,Gross Profit: Long,Gross Profit %: Long,Gross Profit: Short,Gross Profit %: Short,Gross Loss: All,Gross Loss %: All,Gross Loss: Long,Gross Loss %: Long,Gross Loss: Short,Gross Loss %: Short,Max Run-up,Max Run-up %,Max Drawdown,Max Drawdown %,Buy & Hold Return,Buy & Hold Return %,Sharpe Ratio,Sortino Ratio,Profit Factor: All,Profit Factor: Long,Profit Factor: Short,Max Contracts Held: All,Max Contracts Held: Long,Max Contracts Held: Short,Open PL,Open PL %,Commission Paid: All,Commission Paid: Long,Commission Paid: Short,Total Closed Trades: All,Total Closed Trades: Long,Total Closed Trades: Short,Total Open Trades: All,Total Open Trades: Long,Total Open Trades: Short,Number Winning Trades: All,Number Winning Trades: Long,Number Winning Trades: Short,Number Losing Trades: All,Number Losing Trades: Long,Number Losing Trades: Short,Percent Profitable: All,Percent Profitable: Long,Percent Profitable: Short,Avg Trade: All,Avg Trade %: All,Avg Trade: Long,Avg Trade %: Long,Avg Trade: Short,Avg Trade %: Short,Avg Winning Trade: All,Avg Winning Trade %: All,Avg Winning Trade: Long,Avg Winning Trade %: Long,Avg Winning Trade: Short,Avg Winning Trade %: Short,Avg Losing Trade: All,Avg Losing Trade %: All,Avg Losing Trade: Long,Avg Losing Trade %: Long,Avg Losing Trade: Short,Avg Losing Trade %: Short,Ratio Avg Win / Avg Loss: All,Ratio Avg Win / Avg Loss: Long,Ratio Avg Win / Avg Loss: Short,Largest Winning Trade: All,Largest Winning Trade %: All,Largest Winning Trade: Long,Largest Winning Trade %: Long,Largest Winning Trade: Short,Largest Winning Trade %: Short,Largest Losing Trade: All,Largest Losing Trade %: All,Largest Losing Trade: Long,Largest Losing Trade %: Long,Largest Losing Trade: Short,Largest Losing Trade %: Short,Avg # Bars in Trades: All,Avg # Bars in Trades: Long,Avg # Bars in Trades: Short,Avg # Bars in Winning Trades: All,Avg # Bars in Winning Trades: Long,Avg # Bars in Winning Trades: Short,Avg # Bars in Losing Trades: All,Avg # Bars in Losing Trades: Long,Avg # Bars in Losing Trades: Short,__Start Year,__Start Month,__Start Day,__Direction,__Enable EMA & ADX Filters,__Take Profit:,__Stop Loss:,__EMA Trend 1,__EMA Trend 2,__Filter Value,__DI Length,__ADX Smoothing,__Period,__Factor,__Show Trendlines,__Enable Signals,__Trend Direction,__Slope Value,comment
-116.47,-116.47,-27.3,-27.3,-89.17,-89.17,790.71,790.71,425.93,425.93,364.79,364.79,907.18,907.18,453.23,453.23,453.95,453.95,160.4,115.07,286.62,289.88,17.96,17.96,-0.03,-0.03,0.87,0.94,0.8,0,0,0,0,0,211.54,110.3,101.23,94,49,45,0,0,0,40,22,18,54,27,27,42.55,44.9,40,-1.24,-0.08,-0.56,-0.04,-1.98,-0.13,19.77,1.32,19.36,1.29,20.27,1.35,16.8,1.12,16.79,1.12,16.81,1.12,1.18,1.15,1.21,20.27,1.35,20.23,1.35,20.27,1.35,17.26,1.15,17.24,1.15,17.26,1.15,46,40,53,53,41,68,41,39,43,2022,5,1,all,TRUE,1.5,1,50,200,20,14,14,100,1,TRUE,TRUE,TRUE,0,Best value parameters.
-116.57,-116.57,-16.02,-16.02,-100.55,-100.55,560.86,560.86,346.19,346.19,214.67,214.67,677.43,677.43,362.21,362.21,315.22,315.22,168.46,31557.07,212.92,215.35,17.32,17.32,0,0,0.83,0.96,0.68,0,0,0,0,0,157.57,90.05,67.52,70,40,30,0,0,0,34,21,13,36,19,17,48.57,52.5,43.33,-1.67,-0.11,-0.4,-0.03,-3.35,-0.22,16.5,1.1,16.49,1.1,16.51,1.1,18.82,1.25,19.06,1.27,18.54,1.24,0.88,0.87,0.89,16.51,1.1,16.49,1.1,16.51,1.1,20.27,1.35,20.24,1.35,20.27,1.35,57,49,68,56,45,72,58,52,65,2022,5,1,all,TRUE,1.25,1.2,33,250,28,9,9,50,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-130.6,-130.6,-0.1,-0.1,-130.5,-130.5,521.88,521.88,314.69,314.69,207.19,207.19,652.49,652.49,314.8,314.8,337.69,337.69,120.26,2051.77,182.31,184.38,17.58,17.58,-0.01,-0.01,0.8,1,0.61,0,0,0,0,0,261.1,141.85,119.25,116,63,53,0,0,0,58,35,23,58,28,30,50,55.56,43.4,-1.13,-0.08,0,0,-2.46,-0.16,9,0.6,8.99,0.6,9.01,0.6,11.25,0.75,11.24,0.75,11.26,0.75,0.8,0.8,0.8,9.01,0.6,8.99,0.6,9.01,0.6,11.26,0.75,11.24,0.75,11.26,0.75,19,16,23,20,16,27,19,18,20,2022,5,1,all,TRUE,0.75,0.6,65,310,16,21,17,110,1,TRUE,TRUE,TRUE,0,"Changed ""Filter Value"": 25 => 16."
-145.55,-145.55,-39.79,-39.79,-105.76,-105.76,461.91,461.91,263.76,263.76,198.16,198.16,607.46,607.46,303.54,303.54,303.92,303.92,109.88,57625.03,229.43,198.88,20.28,20.28,-0.06,-0.07,0.76,0.87,0.65,0,0,0,0,0,184.54,96.78,87.76,82,43,39,0,0,0,28,16,12,54,27,27,34.15,37.21,30.77,-1.77,-0.12,-0.93,-0.06,-2.71,-0.18,16.5,1.1,16.48,1.1,16.51,1.1,11.25,0.75,11.24,0.75,11.26,0.75,1.47,1.47,1.47,16.52,1.1,16.49,1.1,16.52,1.1,11.26,0.75,11.24,0.75,11.26,0.75,25,29,22,42,46,37,17,19,15,2022,5,1,all,TRUE,1.25,0.6,100,220,19,23,25,170,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-147.79,-147.79,-33.75,-33.75,-114.04,-114.04,329.51,329.51,191.07,191.07,138.44,138.44,477.3,477.3,224.82,224.82,252.48,252.48,45.31,4525.56,206.78,166.29,20.47,20.47,0.17,0.44,0.69,0.85,0.55,0,0,0,0,0,184.55,94.54,90.01,82,42,40,0,0,0,25,15,10,57,27,30,30.49,35.71,25,-1.8,-0.12,-0.8,-0.05,-2.85,-0.19,13.18,0.88,12.74,0.85,13.84,0.92,8.37,0.56,8.33,0.56,8.42,0.56,1.57,1.53,1.65,23.59,1.57,12.74,0.85,23.59,1.57,10.82,0.72,9.6,0.64,10.82,0.72,17,16,18,26,27,26,13,10,16,2022,5,1,all,TRUE,1,0.4,73,220,19,25,15,95,1,TRUE,TRUE,TRUE,0,"Changed ""DI Length"": 13 => 25."
-147.81,-147.81,-30.79,-30.79,-117.02,-117.02,571.71,571.71,331.2,331.2,240.51,240.51,719.52,719.52,361.99,361.99,357.54,357.54,108.86,4922.97,196.54,198.77,17.59,17.59,-0.18,-0.2,0.8,0.92,0.67,0,0,0,0,0,195.81,105.8,90.01,87,47,40,0,0,0,44,26,18,43,21,22,50.57,55.32,45,-1.7,-0.11,-0.66,-0.04,-2.93,-0.2,12.99,0.87,12.74,0.85,13.36,0.89,16.73,1.12,17.24,1.15,16.25,1.08,0.78,0.74,0.82,23.59,1.57,12.74,0.85,23.59,1.57,17.26,1.15,17.24,1.15,17.26,1.15,44,36,54,44,32,61,45,41,49,2022,5,1,all,TRUE,1,1,57,370,16,25,15,80,1,TRUE,TRUE,TRUE,0,"Changed ""EMA Trend 2"": 310 => 370."
-153.3,-153.3,-83.65,-83.65,-69.65,-69.65,254.97,254.97,140.12,140.12,114.85,114.85,408.26,408.26,223.77,223.77,184.49,184.49,40.13,463.07,207.79,171.21,21.38,21.38,0.17,1.4,0.63,0.63,0.62,0,0,0,0,0,155.24,85.49,69.74,69,38,31,0,0,0,20,11,9,49,27,22,28.99,28.95,29.03,-2.22,-0.15,-2.2,-0.15,-2.25,-0.15,12.75,0.85,12.74,0.85,12.76,0.85,8.33,0.56,8.29,0.55,8.39,0.56,1.53,1.54,1.52,12.76,0.85,12.74,0.85,12.76,0.85,10.54,0.7,9.1,0.61,10.54,0.7,18,15,21,22,14,32,16,16,17,2022,5,1,all,TRUE,1,0.4,73,100,28,13,15,65,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-155.24,-155.24,-26.3,-26.3,-128.94,-128.94,367.43,367.43,215.02,215.02,152.41,152.41,522.67,522.67,241.32,241.32,281.35,281.35,82.1,998.48,199.18,191.3,17.94,17.94,0.14,0.44,0.7,0.89,0.54,0,0,0,0,0,227.32,123.81,103.51,101,55,46,0,0,0,70,41,29,31,14,17,69.31,74.55,63.04,-1.54,-0.1,-0.48,-0.03,-2.8,-0.19,5.25,0.35,5.24,0.35,5.26,0.35,16.86,1.12,17.24,1.15,16.55,1.1,0.31,0.3,0.32,5.26,0.35,5.25,0.35,5.26,0.35,17.26,1.15,17.24,1.15,17.26,1.15,22,16,31,18,14,24,32,20,42,2022,5,1,all,TRUE,0.5,1,50,310,20,14,14,100,1,TRUE,TRUE,TRUE,0,"Changed ""EMA Trend 2"": 200 => 310."
-159,-159,-80.99,-80.99,-78.01,-78.01,461.92,461.92,263.76,263.76,198.16,198.16,620.92,620.92,344.74,344.74,276.17,276.17,129.34,450.43,289.06,250.57,20.24,20.24,-0.08,-0.1,0.74,0.77,0.72,0,0,0,0,0,144,80.99,63.01,64,36,28,0,0,0,28,16,12,36,20,16,43.75,44.44,42.86,-2.48,-0.17,-2.25,-0.15,-2.79,-0.19,16.5,1.1,16.48,1.1,16.51,1.1,17.25,1.15,17.24,1.15,17.26,1.15,0.96,0.96,0.96,16.52,1.1,16.49,1.1,16.52,1.1,17.26,1.15,17.24,1.15,17.26,1.15,36,28,47,50,33,73,26,24,28,2022,5,1,all,TRUE,1.25,1,65,100,40,21,25,200,1,TRUE,TRUE,TRUE,0,"Changed ""EMA Trend 1"": 33 => 65."
-168.82,-168.82,-47.33,-47.33,-121.49,-121.49,539.88,539.88,323.68,323.68,216.2,216.2,708.7,708.7,371.01,371.01,337.69,337.69,88.81,205.36,202.83,205.14,17.52,17.52,-0.16,-0.16,0.76,0.87,0.64,0,0,0,0,0,276.81,155.32,121.49,123,69,54,0,0,0,60,36,24,63,33,30,48.78,52.17,44.44,-1.37,-0.09,-0.69,-0.05,-2.25,-0.15,9,0.6,8.99,0.6,9.01,0.6,11.25,0.75,11.24,0.75,11.26,0.75,0.8,0.8,0.8,9.01,0.6,8.99,0.6,9.01,0.6,11.26,0.75,11.24,0.75,11.26,0.75,19,16,22,19,15,26,18,17,20,2022,5,1,all,TRUE,0.75,0.6,65,310,16,21,25,110,1,TRUE,TRUE,TRUE,0,"Changed ""ADX Smoothing"": 17 => 25."
-169.57,-169.57,-35.29,-35.29,-134.28,-134.28,584.45,584.45,343.93,343.93,240.51,240.51,754.02,754.02,379.23,379.23,374.8,374.8,108.86,81.91,231.04,207,17.36,17.36,0.17,1.45,0.78,0.91,0.64,0,0,0,0,0,202.57,110.3,92.27,90,49,41,0,0,0,45,27,18,45,22,23,50,55.1,43.9,-1.88,-0.13,-0.72,-0.05,-3.28,-0.22,12.99,0.87,12.74,0.85,13.36,0.89,16.76,1.12,17.24,1.15,16.3,1.09,0.78,0.74,0.82,23.59,1.57,12.74,0.85,23.59,1.57,17.26,1.15,17.24,1.15,17.26,1.15,44,36,53,44,33,61,43,40,47,2022,5,1,all,TRUE,1,1,57,310,16,25,15,80,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-174.04,-174.04,1.42,1.42,-175.47,-175.47,383.17,383.17,225.51,225.51,157.67,157.67,557.22,557.22,224.09,224.09,333.13,333.13,97.85,398.38,251.6,241.65,17.96,17.96,0.07,0.13,0.69,1.01,0.47,0,0,0,0,0,238.62,126.09,112.54,106,56,50,0,0,0,73,43,30,33,13,20,68.87,76.79,60,-1.64,-0.11,0.03,0,-3.51,-0.23,5.25,0.35,5.24,0.35,5.26,0.35,16.89,1.13,17.24,1.15,16.66,1.11,0.31,0.3,0.32,5.26,0.35,5.25,0.35,5.26,0.35,17.26,1.15,17.24,1.15,17.26,1.15,22,16,29,19,15,25,29,21,35,2022,5,1,all,TRUE,0.5,1,50,200,20,14,14,100,1,TRUE,TRUE,TRUE,0,"Changed ""Take Profit:"": 1.5 => 0.5."
-177.01,-177.01,-81.74,-81.74,-95.27,-95.27,478.4,478.4,280.24,280.24,198.16,198.16,655.41,655.41,361.98,361.98,293.43,293.43,128.56,450.64,306.29,265.51,20.19,20.19,-0.26,-0.26,0.73,0.77,0.68,0,0,0,0,0,150.76,85.49,65.27,67,38,29,0,0,0,29,17,12,38,21,17,43.28,44.74,41.38,-2.64,-0.18,-2.15,-0.14,-3.29,-0.22,16.5,1.1,16.48,1.1,16.51,1.1,17.25,1.15,17.24,1.15,17.26,1.15,0.96,0.96,0.96,16.52,1.1,16.49,1.1,16.52,1.1,17.26,1.15,17.24,1.15,17.26,1.15,39,34,46,57,45,73,26,24,28,2022,5,1,all,TRUE,1.25,1,33,100,40,21,25,200,1,TRUE,TRUE,TRUE,0,"Changed ""Stop Loss:"": 1.2 => 1."
-201.2,-201.2,-75.61,-75.61,-125.59,-125.59,254.49,254.49,164.85,164.85,89.64,89.64,455.69,455.69,240.46,240.46,215.23,215.23,34.12,5329.04,219.32,221.81,22.21,22.21,-0.15,-0.15,0.56,0.69,0.42,0,0,0,0,0,157.54,87.75,69.79,70,39,31,0,0,0,15,10,5,55,29,26,21.43,25.64,16.13,-2.87,-0.19,-1.94,-0.13,-4.05,-0.27,16.97,1.13,16.49,1.1,17.93,1.2,8.29,0.55,8.29,0.55,8.28,0.55,2.05,1.99,2.17,23.59,1.57,16.49,1.1,23.59,1.57,9.6,0.64,9.6,0.64,8.87,0.59,24,22,27,27,20,42,23,22,24,2022,5,1,all,TRUE,1.25,0.4,33,400,22,27,25,80,1,TRUE,TRUE,TRUE,0,"Changed ""Stop Loss:"": 1.2 => 0.4."
-209.44,-209.44,-83.85,-83.85,-125.59,-125.59,238.01,238.01,148.37,148.37,89.64,89.64,447.45,447.45,232.22,232.22,215.23,215.23,34.12,5329.04,227.56,230.14,22.18,22.18,-0.15,-0.15,0.53,0.64,0.42,0,0,0,0,0,153.03,83.24,69.79,68,37,31,0,0,0,14,9,5,54,28,26,20.59,24.32,16.13,-3.08,-0.21,-2.27,-0.15,-4.05,-0.27,17,1.13,16.49,1.1,17.93,1.2,8.29,0.55,8.29,0.55,8.28,0.55,2.05,1.99,2.17,23.59,1.57,16.49,1.1,23.59,1.57,9.6,0.64,9.6,0.64,8.87,0.59,24,21,27,28,21,42,23,22,24,2022,5,1,all,TRUE,1.25,0.4,33,400,22,27,21,80,1,TRUE,TRUE,TRUE,0,"Changed ""ADX Smoothing"": 25 => 21."
-209.46,-209.46,-70.36,-70.36,-139.09,-139.09,246.24,246.24,161.86,161.86,84.39,84.39,455.7,455.7,232.22,232.22,223.48,223.48,53.58,153.2,233.94,236.6,22.16,22.16,-0.03,-0.03,0.54,0.7,0.38,0,0,0,0,0,150.8,81,69.8,67,36,31,0,0,0,12,8,4,55,28,27,17.91,22.22,12.9,-3.13,-0.21,-1.95,-0.13,-4.49,-0.3,20.52,1.37,20.23,1.35,21.1,1.41,8.29,0.55,8.29,0.55,8.28,0.55,2.48,2.44,2.55,23.59,1.57,20.23,1.35,23.59,1.57,9.6,0.64,9.6,0.64,8.87,0.59,26,22,31,34,24,53,25,22,28,2022,5,1,all,TRUE,1.5,0.4,33,400,22,27,21,80,1,TRUE,TRUE,TRUE,0,"Changed ""Take Profit:"": 1.25 => 1.5."
-214.86,-214.86,-83.84,-83.84,-131.02,-131.02,60.72,60.72,40.46,40.46,20.26,20.26,275.58,275.58,124.31,124.31,151.27,151.27,41.61,166.52,212.6,215.02,19.77,19.77,-0.18,-0.18,0.22,0.33,0.13,0,0,0,0,0,81.02,38.21,42.81,36,17,19,0,0,0,3,2,1,33,15,18,8.33,11.76,5.26,-5.97,-0.4,-4.93,-0.33,-6.9,-0.46,20.24,1.35,20.23,1.35,20.26,1.35,8.35,0.56,8.29,0.55,8.4,0.56,2.42,2.44,2.41,20.26,1.35,20.23,1.35,20.26,1.35,10.95,0.73,8.87,0.59,10.95,0.73,17,16,18,30,37,17,16,13,18,2022,5,1,all,TRUE,1.5,0.4,97,160,34,15,13,200,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-224.67,-224.67,-97.9,-97.9,-126.77,-126.77,516.28,516.28,286.59,286.59,229.69,229.69,740.95,740.95,384.49,384.49,356.46,356.46,77.6,3590.91,246.91,249.72,17.47,17.47,-0.07,-0.13,0.7,0.75,0.64,0,0,0,0,0,209.27,112.5,96.76,93,50,43,0,0,0,41,23,18,52,27,25,44.09,46,41.86,-2.42,-0.16,-1.96,-0.13,-2.95,-0.2,12.59,0.84,12.46,0.83,12.76,0.85,14.25,0.95,14.24,0.95,14.26,0.95,0.88,0.88,0.9,12.76,0.85,12.74,0.85,12.76,0.85,14.26,0.95,14.24,0.95,14.26,0.95,26,23,30,32,25,41,22,22,22,2022,5,1,all,TRUE,1,0.8,57,310,16,21,17,140,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-232.68,-232.68,-98.08,-98.08,-134.6,-134.6,165.28,165.28,101.16,101.16,64.12,64.12,397.95,397.95,199.24,199.24,198.72,198.72,36.73,153.31,230.43,233.05,22.32,22.32,0.17,0.34,0.42,0.51,0.32,0,0,0,0,0,126.02,65.22,60.8,56,29,27,0,0,0,8,5,3,48,24,24,14.29,17.24,11.11,-4.15,-0.28,-3.38,-0.23,-4.99,-0.33,20.66,1.38,20.23,1.35,21.37,1.43,8.29,0.55,8.3,0.55,8.28,0.55,2.49,2.44,2.58,23.59,1.57,20.23,1.35,23.59,1.57,9.6,0.64,9.6,0.64,8.87,0.59,29,25,32,39,31,51,27,24,30,2022,5,1,all,TRUE,1.5,0.4,33,400,22,27,15,80,1,TRUE,TRUE,TRUE,0,"Changed ""Filter Value"": 16 => 22."
-239.8,-239.8,-106.25,-106.25,-133.55,-133.55,429.88,429.88,264,264,165.88,165.88,669.68,669.68,370.25,370.25,299.43,299.43,64.9,1281.33,238.02,240.73,17.68,17.68,0.14,1.62,0.64,0.71,0.55,0,0,0,0,0,184.53,107.99,76.54,82,48,34,0,0,0,35,22,13,47,26,21,42.68,45.83,38.24,-2.92,-0.19,-2.21,-0.15,-3.93,-0.26,12.28,0.82,12,0.8,12.76,0.85,14.25,0.95,14.24,0.95,14.26,0.95,0.86,0.84,0.9,12.76,0.85,12.74,0.85,12.76,0.85,14.26,0.95,14.24,0.95,14.26,0.95,26,28,23,30,32,25,23,24,22,2022,5,1,all,TRUE,1,0.8,65,280,22,15,17,155,1,TRUE,TRUE,TRUE,0,"Changed ""ADX Smoothing"": 13 => 17."
-242.71,-242.71,-160.21,-160.21,-82.5,-82.5,455.45,455.45,238.52,238.52,216.92,216.92,698.16,698.16,398.73,398.73,299.43,299.43,64.9,1124.8,240.47,243.21,17.72,17.72,0.16,1.22,0.65,0.6,0.72,0,0,0,0,0,193.44,107.95,85.49,86,48,38,0,0,0,37,20,17,49,28,21,43.02,41.67,44.74,-2.82,-0.19,-3.34,-0.22,-2.17,-0.14,12.31,0.82,11.93,0.8,12.76,0.85,14.25,0.95,14.24,0.95,14.26,0.95,0.86,0.84,0.9,12.76,0.85,12.74,0.85,12.76,0.85,14.26,0.95,14.24,0.95,14.26,0.95,25,26,23,28,31,24,23,23,22,2022,5,1,all,TRUE,1,0.8,65,280,22,15,13,155,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-248.5,-248.5,-107.8,-107.8,-140.7,-140.7,506.72,506.72,262.44,262.44,244.28,244.28,755.22,755.22,370.24,370.24,384.97,384.97,64.93,367.01,269.47,272.54,20.29,20.29,-0.07,-0.08,0.67,0.71,0.64,0,0,0,0,0,211.51,105.74,105.77,94,47,47,0,0,0,41,21,20,53,26,27,43.62,44.68,42.55,-2.64,-0.18,-2.29,-0.15,-2.99,-0.2,12.36,0.82,12.5,0.83,12.21,0.81,14.25,0.95,14.24,0.95,14.26,0.95,0.87,0.88,0.86,12.76,0.85,12.74,0.85,12.76,0.85,14.26,0.95,14.24,0.95,14.26,0.95,27,27,28,31,31,31,25,25,25,2022,5,1,all,TRUE,1,0.8,33,400,13,25,11,170,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-248.9,-248.9,-197.18,-197.18,-51.72,-51.72,408.02,408.02,178.33,178.33,229.69,229.69,656.92,656.92,375.52,375.52,281.4,281.4,64.93,326.16,269.87,272.94,17.61,17.61,0.04,0.06,0.62,0.48,0.82,0,0,0,0,0,202.38,105.67,96.71,90,47,43,0,0,0,32,14,18,58,33,25,35.56,29.79,41.86,-2.77,-0.18,-4.2,-0.28,-1.2,-0.08,12.75,0.85,12.74,0.85,12.76,0.85,11.33,0.76,11.38,0.76,11.26,0.75,1.13,1.12,1.13,12.76,0.85,12.74,0.85,12.76,0.85,15.75,1.05,15.75,1.05,11.26,0.75,20,17,23,24,20,28,18,16,20,2022,5,1,all,TRUE,1,0.6,57,160,34,7,19,185,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-293.23,-293.23,-149.2,-149.2,-144.03,-144.03,461.92,461.92,263.76,263.76,198.16,198.16,755.15,755.15,412.96,412.96,342.19,342.19,67.15,1523.26,290.99,294.3,17.82,17.82,0.02,0.03,0.61,0.64,0.58,0,0,0,0,0,182.25,101.21,81.04,81,45,36,0,0,0,28,16,12,53,29,24,34.57,35.56,33.33,-3.62,-0.24,-3.32,-0.22,-4,-0.27,16.5,1.1,16.49,1.1,16.51,1.1,14.25,0.95,14.24,0.95,14.26,0.95,1.16,1.16,1.16,16.52,1.1,16.49,1.1,16.52,1.1,14.26,0.95,14.24,0.95,14.26,0.95,32,33,30,47,55,37,23,20,27,2022,5,1,all,TRUE,1.25,0.8,97,280,16,28,21,185,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-340.19,-340.19,-82.51,-82.51,-257.68,-257.68,448.63,448.63,323.71,323.71,124.92,124.92,788.81,788.81,406.22,406.22,382.6,382.6,101.54,793.55,365.79,369.95,22.22,22.22,0.11,0.37,0.57,0.8,0.33,0,0,0,0,0,263.38,146.29,117.09,117,65,52,0,0,0,22,16,6,95,49,46,18.8,24.62,11.54,-2.91,-0.19,-1.27,-0.08,-4.96,-0.33,20.39,1.36,20.23,1.35,20.82,1.39,8.3,0.55,8.29,0.55,8.32,0.55,2.46,2.44,2.5,23.59,1.57,20.23,1.35,23.59,1.57,10.54,0.7,9.6,0.64,10.54,0.7,25,22,30,39,31,59,22,19,26,2022,5,1,all,TRUE,1.5,0.4,33,400,16,27,21,80,1,TRUE,TRUE,TRUE,0,"Changed ""Filter Value"": 22 => 16."
-351.3,-351.3,-181.42,-181.42,-169.88,-169.88,355.8,355.8,234.22,234.22,121.59,121.59,707.1,707.1,415.63,415.63,291.47,291.47,52.89,664.1,349.05,353.02,17.64,17.64,-0.02,-0.03,0.5,0.56,0.42,0,0,0,0,0,231.76,139.46,92.3,103,62,41,0,0,0,18,12,6,85,50,35,17.48,19.35,14.63,-3.41,-0.23,-2.93,-0.2,-4.14,-0.28,19.77,1.32,19.52,1.3,20.26,1.35,8.32,0.55,8.31,0.55,8.33,0.56,2.38,2.35,2.43,20.27,1.35,20.23,1.35,20.27,1.35,10.82,0.72,9.76,0.65,10.82,0.72,20,21,19,46,54,30,15,13,17,2022,5,1,all,TRUE,1.5,0.4,50,200,20,14,14,100,1,TRUE,TRUE,TRUE,0,"Changed ""Stop Loss:"": 1 => 0.4."
-359.68,-359.68,-89.99,-89.99,-269.69,-269.69,387.9,387.9,283.25,283.25,104.65,104.65,747.58,747.58,373.24,373.24,374.34,374.34,77.55,768.85,385.28,389.67,22.26,22.26,-0.16,-0.16,0.52,0.76,0.28,0,0,0,0,0,245.38,132.77,112.61,109,59,50,0,0,0,19,14,5,90,45,45,17.43,23.73,10,-3.3,-0.22,-1.53,-0.1,-5.39,-0.36,20.42,1.36,20.23,1.35,20.93,1.4,8.31,0.55,8.29,0.55,8.32,0.55,2.46,2.44,2.52,23.59,1.57,20.23,1.35,23.59,1.57,10.54,0.7,9.6,0.64,10.54,0.7,26,22,30,40,32,64,23,20,26,2022,5,1,all,TRUE,1.5,0.4,33,400,16,27,15,80,1,TRUE,TRUE,TRUE,0,"Changed ""ADX Smoothing"": 21 => 15."
-413.17,-413.17,-142.26,-142.26,-270.91,-270.91,509.36,509.36,364.17,364.17,145.18,145.18,922.53,922.53,506.44,506.44,416.09,416.09,49.07,120.98,430.52,435.42,17.49,17.49,-0.13,-0.13,0.55,0.72,0.35,0,0,0,0,0,306.11,177.76,128.34,136,79,57,0,0,0,25,18,7,111,61,50,18.38,22.78,12.28,-3.04,-0.2,-1.8,-0.12,-4.75,-0.32,20.37,1.36,20.23,1.35,20.74,1.38,8.31,0.55,8.3,0.55,8.32,0.55,2.45,2.44,2.49,23.59,1.57,20.23,1.35,23.59,1.57,10.54,0.7,9.6,0.64,10.54,0.7,23,21,26,34,31,42,21,19,23,2022,5,1,all,TRUE,1.5,0.4,49,310,28,7,9,80,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-425.07,-425.07,-168.47,-168.47,-256.59,-256.59,482.49,482.49,280.24,280.24,202.25,202.25,907.55,907.55,448.71,448.71,458.84,458.84,56.61,18222.24,435.55,390.23,17.75,17.75,-0.15,-0.15,0.53,0.63,0.44,0,0,0,0,0,328.55,170.99,157.56,146,76,70,0,0,0,37,22,15,109,54,55,25.34,28.95,21.43,-2.91,-0.19,-2.22,-0.15,-3.67,-0.24,13.04,0.87,12.74,0.85,13.48,0.9,8.33,0.56,8.31,0.55,8.34,0.56,1.57,1.53,1.62,23.59,1.57,12.74,0.85,23.59,1.57,10.82,0.72,9.6,0.64,10.82,0.72,17,14,20,25,21,31,14,11,17,2022,5,1,all,TRUE,1,0.4,73,220,19,13,15,95,1,TRUE,TRUE,TRUE,0,Changed all parameters randomly.
-484.15,-484.15,-191.22,-191.22,-292.93,-292.93,534.88,534.88,362.67,362.67,172.21,172.21,1019.03,1019.03,553.89,553.89,465.14,465.14,83.57,494.4,481.9,487.38,17.26,17.26,0.17,6.97,0.53,0.66,0.37,0,0,0,0,0,346.59,197.99,148.6,154,88,66,0,0,0,32,22,10,122,66,56,20.78,25,15.15,-3.14,-0.21,-2.17,-0.14,-4.44,-0.3,16.72,1.11,16.49,1.1,17.22,1.15,8.35,0.56,8.39,0.56,8.31,0.55,2,1.96,2.07,23.59,1.57,16.49,1.1,23.59,1.57,14.18,0.95,14.18,0.95,10.54,0.7,23,19,30,32,26,44,21,16,27,2022,5,1,all,TRUE,1.25,0.4,57,190,13,11,19,65,1,TRUE,TRUE,TRUE,0,"Changed ""Period"": 95 => 65."
-507.59,-507.59,-201.79,-201.79,-305.81,-305.81,633.94,633.94,379.16,379.16,254.78,254.78,1141.53,1141.53,580.95,580.95,560.59,560.59,65.96,485.66,525.68,455.68,20.21,20.21,0.04,0.07,0.56,0.65,0.45,0,0,0,0,0,393.81,209.24,184.58,175,93,82,0,0,0,38,23,15,137,70,67,21.71,24.73,18.29,-2.9,-0.19,-2.17,-0.14,-3.73,-0.25,16.68,1.11,16.49,1.1,16.99,1.13,8.33,0.56,8.3,0.55,8.37,0.56,2,1.99,2.03,23.59,1.57,16.49,1.1,23.59,1.57,10.95,0.73,9.6,0.64,10.95,0.73,22,18,26,29,25,36,20,16,23,2022,5,1,all,TRUE,1.25,0.4,57,190,13,11,19,95,1,TRUE,TRUE,TRUE,0,"Changed ""Filter Value"": 37 => 13."